operation,amount,time
isPrime,10000000,1063484
isPrime,10000000,1075013
isPrime,10000000,1069800
isPrime,10000000,1088535
isPrime,10000000,1039929
isPrime,10000000,1166469
isPrime,10000000,1050020
isPrime,10000000,1054609
isPrime,10000000,1066758
isPrime,10000000,1060282
isPrime,10000000,1058376
isPrime,10000000,1076544
isPrime,10000000,1100545
isPrime,10000000,1069792
isPrime,10000000,1046958
isPrime,10000000,1058698
isPrime,10000000,1187133
isPrime,10000000,1065864
sin,10000000,988767
sin,10000000,908366
sin,10000000,889608
sin,10000000,899754
sin,10000000,906468
sin,10000000,901761
sin,10000000,901853
sin,10000000,892664
sin,10000000,903347
sin,10000000,884365
sin,10000000,896731
sin,10000000,899913
sin,10000000,1001727
sin,10000000,888266
sin,10000000,893165
sin,10000000,879242
sin,10000000,902718
sin,10000000,902280
sin,10000000,929358
sin,10000000,916845
sin,10000000,914355
sin,10000000,906779
sin,10000000,910136
sin,10000000,910955
sin,10000000,1000241
sin,10000000,897457
sin,10000000,870284
sin,10000000,875320
sin,10000000,877989
sin,10000000,878385
sin,10000000,890118
sin,10000000,884962
sin,10000000,880676
sin,10000000,866827
sin,10000000,904914
sin,10000000,885827
sin,10000000,878554
sin,10000000,980609
sin,10000000,888554
sin,10000000,884835
sin,10000000,889621
sin,10000000,899226
sin,10000000,886050
sin,10000000,907201
sin,10000000,890907
sin,10000000,873205
sin,10000000,882954
sin,10000000,902471
sin,10000000,900372
sin,10000000,900517
tan,10000000,959687
tan,10000000,974034
tan,10000000,948880
tan,10000000,983886
tan,10000000,988459
tan,10000000,970737
tan,10000000,941527
tan,10000000,989265
tan,10000000,867712
tan,10000000,879197
tan,10000000,882485
tan,10000000,874879
tan,10000000,881014
tan,10000000,883879
tan,10000000,932427
tan,10000000,953841
tan,10000000,951039
tan,10000000,954231
tan,10000000,959507
tan,10000000,971831
tan,10000000,889945
tan,10000000,1016496
tan,10000000,883910
tan,10000000,880370
tan,10000000,869161
tan,10000000,872883
tan,10000000,866983
tan,10000000,877919
tan,10000000,868567
tan,10000000,856983
tan,10000000,868319
tan,10000000,869584
tan,10000000,878826
tan,10000000,873602
tan,10000000,994108
tan,10000000,865609
tan,10000000,871191
tan,10000000,877280
tan,10000000,882508
tan,10000000,881587
tan,10000000,861495
tan,10000000,886413
tan,10000000,854885
tan,10000000,880460
tan,10000000,869237
tan,10000000,880835
tan,10000000,878862
tan,10000000,885885
tan,10000000,1006739
tan,10000000,873830
rand,10000000,3975586
rand,10000000,3893331
rand,10000000,3867780
rand,10000000,3877349
rand,10000000,3942782
rand,10000000,3997786
rand,10000000,3886667
rand,10000000,3896937
rand,10000000,3884049
rand,10000000,3884273
rand,10000000,3986698
rand,10000000,3855861
rand,10000000,3871069
rand,10000000,3846131
rand,10000000,3873353
rand,10000000,3870316
rand,10000000,3980206
rand,10000000,3879820
rand,10000000,3892748
rand,10000000,3934369
rand,10000000,3885218
rand,10000000,4001961
rand,10000000,3938063
rand,10000000,3868097
rand,10000000,3883326
rand,10000000,3897410
rand,10000000,4016079
rand,10000000,3890732
rand,10000000,3903711
rand,10000000,3888349
rand,10000000,3887745
rand,10000000,3992348
rand,10000000,3892275
rand,10000000,3879952
rand,10000000,3900525
rand,10000000,3933782
rand,10000000,3975168
rand,10000000,3890395
rand,10000000,3901514
rand,10000000,3907745
rand,10000000,3870552
rand,10000000,3971239
rand,10000000,3850551
rand,10000000,3840756
rand,10000000,3838252
rand,10000000,3870943
rand,10000000,3862639
rand,10000000,3972090
rand,10000000,3881826
rand,10000000,3883922
fib,10000000,2149253
fib,10000000,2136016
fib,10000000,2137602
fib,10000000,2138247
fib,10000000,2116444
fib,10000000,2120868
fib,10000000,2133264
fib,10000000,2207485
fib,10000000,2141078
fib,10000000,2154496
fib,10000000,2140218
fib,10000000,2146335
fib,10000000,2142771
fib,10000000,2159374
fib,10000000,2146338
fib,10000000,2117771
fib,10000000,2148407
fib,10000000,2153336
fib,10000000,2191959
fib,10000000,2222964
fib,10000000,2227805
fib,10000000,2228414
fib,10000000,2327113
fib,10000000,2143724
fib,10000000,2144104
fib,10000000,2150619
fib,10000000,2149277
fib,10000000,2176573
fib,10000000,2134809
fib,10000000,2158376
fib,10000000,2136779
fib,10000000,2120468
fib,10000000,2147939
fib,10000000,2143295
fib,10000000,2144566
fib,10000000,2144006
fib,10000000,2143373
fib,10000000,2221674
fib,10000000,2107892
fib,10000000,2149996
fib,10000000,2143661
fib,10000000,2142383
fib,10000000,2138202
fib,10000000,2145753
fib,10000000,2133555
fib,10000000,2127027
fib,10000000,2137897
fib,10000000,2116208
fib,10000000,2129796
fib,10000000,2120025
pow,10000000,1696237
pow,10000000,1702756
pow,10000000,1702790
pow,10000000,1702357
pow,10000000,1762010
pow,10000000,1580093
pow,10000000,1534136
pow,10000000,1531511
pow,10000000,1537956
pow,10000000,1678174
pow,10000000,1618593
pow,10000000,1823192
pow,10000000,1546188
pow,10000000,1542082
pow,10000000,1544253
pow,10000000,1518150
pow,10000000,1539060
pow,10000000,1550263
pow,10000000,1535367
pow,10000000,1671335
pow,10000000,1540757
pow,10000000,1568872
pow,10000000,1565586
pow,10000000,1551530
pow,10000000,1525674
pow,10000000,1555857
pow,10000000,1688445
pow,10000000,1541266
pow,10000000,1547010
pow,10000000,1524614
pow,10000000,1537269
pow,10000000,1532217
pow,10000000,1530038
pow,10000000,1549006
pow,10000000,1676014
pow,10000000,1525125
pow,10000000,1545794
pow,10000000,1542729
pow,10000000,1520404
pow,10000000,1541538
pow,10000000,1543660
pow,10000000,1695489
pow,10000000,1543342
pow,10000000,1585183
pow,10000000,1538700
pow,10000000,1541909
pow,10000000,1540595
pow,10000000,1537366
pow,10000000,1669525
pow,10000000,1550171
len,10000000,841808
len,10000000,848191
len,10000000,840505
len,10000000,973527
len,10000000,839376
len,10000000,870468
len,10000000,838332
len,10000000,827030
len,10000000,858762
len,10000000,823343
len,10000000,807552
len,10000000,839037
len,10000000,840757
len,10000000,845161
len,10000000,978197
len,10000000,825233
len,10000000,828997
len,10000000,811653
len,10000000,844425
len,10000000,837513
len,10000000,806180
len,10000000,838031
len,10000000,812247
len,10000000,819604
len,10000000,800124
len,10000000,802558
len,10000000,959882
len,10000000,836323
len,10000000,842885
len,10000000,828884
len,10000000,834650
len,10000000,845648
len,10000000,837705
len,10000000,842329
len,10000000,814135
len,10000000,845626
len,10000000,812471
len,10000000,830773
len,10000000,960841
len,10000000,826936
len,10000000,837798
len,10000000,817835
len,10000000,821502
len,10000000,851355
len,10000000,849300
len,10000000,845844
len,10000000,825906
len,10000000,833276
len,10000000,847984
len,10000000,977658
sqrt,10000000,742818
sqrt,10000000,743826
sqrt,10000000,752654
sqrt,10000000,807303
sqrt,10000000,806779
sqrt,10000000,738939
sqrt,10000000,746567
sqrt,10000000,748367
sqrt,10000000,737403
sqrt,10000000,745699
sqrt,10000000,747131
sqrt,10000000,748979
sqrt,10000000,750146
sqrt,10000000,745890
sqrt,10000000,749171
sqrt,10000000,741041
sqrt,10000000,739810
sqrt,10000000,731294
sqrt,10000000,857331
sqrt,10000000,734471
sqrt,10000000,738583
sqrt,10000000,752530
sqrt,10000000,733072
sqrt,10000000,749205
sqrt,10000000,748074
sqrt,10000000,736115
sqrt,10000000,735691
sqrt,10000000,743914
sqrt,10000000,740623
sqrt,10000000,759433
sqrt,10000000,749870
sqrt,10000000,745649
sqrt,10000000,749543
sqrt,10000000,838473
sqrt,10000000,745702
sqrt,10000000,728365
sqrt,10000000,728894
sqrt,10000000,745193
sqrt,10000000,735404
sqrt,10000000,732710
sqrt,10000000,749234
sqrt,10000000,749383
sqrt,10000000,750286
sqrt,10000000,715944
sqrt,10000000,734767
sqrt,10000000,751042
sqrt,10000000,746415
sqrt,10000000,864056
sqrt,10000000,749700
sqrt,10000000,742374
concat,10000000,1007444
concat,10000000,909130
concat,10000000,910733
concat,10000000,913911
concat,10000000,913344
concat,10000000,1038816
concat,10000000,910118
concat,10000000,918245
concat,10000000,903376
concat,10000000,904712
concat,10000000,1011426
concat,10000000,923408
concat,10000000,915694
concat,10000000,910332
concat,10000000,1021309
concat,10000000,902131
concat,10000000,912105
concat,10000000,908562
concat,10000000,893978
concat,10000000,1029177
concat,10000000,920707
concat,10000000,902636
concat,10000000,913072
concat,10000000,910008
concat,10000000,1054722
concat,10000000,939295
concat,10000000,908280
concat,10000000,896573
concat,10000000,1018521
concat,10000000,903213
concat,10000000,900474
concat,10000000,914353
concat,10000000,893866
concat,10000000,1044107
concat,10000000,908511
concat,10000000,915333
concat,10000000,908717
concat,10000000,1027226
concat,10000000,931645
concat,10000000,916926
concat,10000000,921537
concat,10000000,919651
concat,10000000,1022901
concat,10000000,911414
concat,10000000,902287
concat,10000000,900173
concat,10000000,908018
concat,10000000,1038392
concat,10000000,944896
concat,10000000,916761
addition,10000000,543345
addition,10000000,545749
addition,10000000,529267
addition,10000000,552281
addition,10000000,543989
addition,10000000,554687
addition,10000000,539074
addition,10000000,612286
addition,10000000,561492
addition,10000000,548837
addition,10000000,545802
addition,10000000,547178
addition,10000000,546364
addition,10000000,548133
addition,10000000,536135
addition,10000000,524074
addition,10000000,546936
addition,10000000,549247
addition,10000000,550240
addition,10000000,604423
addition,10000000,671412
addition,10000000,546827
addition,10000000,547603
addition,10000000,541847
addition,10000000,517144
addition,10000000,538332
addition,10000000,541420
addition,10000000,538290
addition,10000000,528683
addition,10000000,528944
addition,10000000,525577
addition,10000000,539404
addition,10000000,536337
addition,10000000,542315
addition,10000000,568223
addition,10000000,584433
addition,10000000,588853
addition,10000000,584614
addition,10000000,645422
addition,10000000,530307
addition,10000000,541996
addition,10000000,550651
addition,10000000,530221
addition,10000000,542944
addition,10000000,539258
addition,10000000,544140
addition,10000000,535230
addition,10000000,541123
addition,10000000,543327
addition,10000000,537970
substraction,10000000,580596
substraction,10000000,614230
substraction,10000000,598676
substraction,10000000,602460
substraction,10000000,610883
substraction,10000000,622349
substraction,10000000,595849
substraction,10000000,590903
substraction,10000000,642984
substraction,10000000,599255
substraction,10000000,586293
substraction,10000000,641031
substraction,10000000,547216
substraction,10000000,553995
substraction,10000000,547982
substraction,10000000,540273
substraction,10000000,547883
substraction,10000000,534724
substraction,10000000,532878
substraction,10000000,539286
substraction,10000000,541211
substraction,10000000,542493
substraction,10000000,555514
substraction,10000000,600314
substraction,10000000,605419
substraction,10000000,590787
substraction,10000000,617207
substraction,10000000,610932
substraction,10000000,594726
substraction,10000000,573646
substraction,10000000,554869
substraction,10000000,540265
substraction,10000000,545380
substraction,10000000,556640
substraction,10000000,531352
substraction,10000000,550607
substraction,10000000,530594
substraction,10000000,539040
substraction,10000000,543752
substraction,10000000,553661
substraction,10000000,546823
substraction,10000000,560912
substraction,10000000,622189
substraction,10000000,537558
substraction,10000000,559416
substraction,10000000,545532
substraction,10000000,553968
substraction,10000000,543805
substraction,10000000,553842
substraction,10000000,538591
multiplication,10000000,539865
multiplication,10000000,537894
multiplication,10000000,540546
multiplication,10000000,539737
multiplication,10000000,536448
multiplication,10000000,531129
multiplication,10000000,538647
multiplication,10000000,537075
multiplication,10000000,544452
multiplication,10000000,542211
multiplication,10000000,541568
multiplication,10000000,531874
multiplication,10000000,541743
multiplication,10000000,540971
multiplication,10000000,615097
multiplication,10000000,522210
multiplication,10000000,541776
multiplication,10000000,525331
multiplication,10000000,543377
multiplication,10000000,540193
multiplication,10000000,543784
multiplication,10000000,545783
multiplication,10000000,519038
multiplication,10000000,535379
multiplication,10000000,533975
multiplication,10000000,514040
multiplication,10000000,540959
multiplication,10000000,539998
multiplication,10000000,579406
multiplication,10000000,604946
multiplication,10000000,596124
multiplication,10000000,587512
multiplication,10000000,649823
multiplication,10000000,543041
multiplication,10000000,531304
multiplication,10000000,551931
multiplication,10000000,538407
multiplication,10000000,540021
multiplication,10000000,540457
multiplication,10000000,540114
multiplication,10000000,533383
multiplication,10000000,540035
multiplication,10000000,541122
multiplication,10000000,532374
multiplication,10000000,516739
multiplication,10000000,544898
multiplication,10000000,538139
multiplication,10000000,543168
multiplication,10000000,535522
multiplication,10000000,538190
division,10000000,636346
division,10000000,609242
division,10000000,626711
division,10000000,627653
division,10000000,604170
division,10000000,616583
division,10000000,606755
division,10000000,622371
division,10000000,600024
division,10000000,606023
division,10000000,597552
division,10000000,616479
division,10000000,614068
division,10000000,611439
division,10000000,654234
division,10000000,539759
division,10000000,534238
division,10000000,544557
division,10000000,527659
division,10000000,548868
division,10000000,550268
division,10000000,548623
division,10000000,545822
division,10000000,536167
division,10000000,539102
division,10000000,541286
division,10000000,535922
division,10000000,620187
division,10000000,546175
division,10000000,518195
division,10000000,543451
division,10000000,533980
division,10000000,545638
division,10000000,543170
division,10000000,547922
division,10000000,547102
division,10000000,527210
division,10000000,540887
division,10000000,534526
division,10000000,519458
division,10000000,506273
division,10000000,526339
division,10000000,620277
division,10000000,638531
division,10000000,609540
division,10000000,632864
division,10000000,508066
division,10000000,509812
division,10000000,515224
division,10000000,541193
smaller than,10000000,475345
smaller than,10000000,483036
smaller than,10000000,477711
smaller than,10000000,490142
smaller than,10000000,525581
smaller than,10000000,522678
smaller than,10000000,507439
smaller than,10000000,486640
smaller than,10000000,494298
smaller than,10000000,494044
smaller than,10000000,510660
smaller than,10000000,484606
smaller than,10000000,505344
smaller than,10000000,518389
smaller than,10000000,498392
smaller than,10000000,560734
smaller than,10000000,501394
smaller than,10000000,503366
smaller than,10000000,499740
smaller than,10000000,497723
smaller than,10000000,506468
smaller than,10000000,481389
smaller than,10000000,493164
smaller than,10000000,483563
smaller than,10000000,478755
smaller than,10000000,490249
smaller than,10000000,492773
smaller than,10000000,482700
smaller than,10000000,478997
smaller than,10000000,485286
smaller than,10000000,498771
smaller than,10000000,522566
smaller than,10000000,557399
smaller than,10000000,548930
smaller than,10000000,547743
smaller than,10000000,592914
smaller than,10000000,544913
smaller than,10000000,503071
smaller than,10000000,513374
smaller than,10000000,482827
smaller than,10000000,492688
smaller than,10000000,505783
smaller than,10000000,496053
smaller than,10000000,489935
smaller than,10000000,496222
smaller than,10000000,490779
smaller than,10000000,503403
smaller than,10000000,514969
smaller than,10000000,508638
smaller than,10000000,502951
greater than,10000000,521955
greater than,10000000,509519
greater than,10000000,518611
greater than,10000000,516294
greater than,10000000,523555
greater than,10000000,507313
greater than,10000000,499676
greater than,10000000,515434
greater than,10000000,589877
greater than,10000000,499903
greater than,10000000,500661
greater than,10000000,509895
greater than,10000000,518936
greater than,10000000,526462
greater than,10000000,488382
greater than,10000000,481674
greater than,10000000,514799
greater than,10000000,514035
greater than,10000000,502246
greater than,10000000,491484
greater than,10000000,516688
greater than,10000000,510028
greater than,10000000,503484
greater than,10000000,494472
greater than,10000000,527288
greater than,10000000,512570
greater than,10000000,513116
greater than,10000000,546376
greater than,10000000,566026
greater than,10000000,536821
greater than,10000000,536903
greater than,10000000,539797
greater than,10000000,548539
greater than,10000000,520859
greater than,10000000,527699
greater than,10000000,622782
greater than,10000000,494367
greater than,10000000,506246
greater than,10000000,515131
greater than,10000000,513019
greater than,10000000,501424
greater than,10000000,522126
greater than,10000000,509482
greater than,10000000,502517
greater than,10000000,512528
greater than,10000000,518573
greater than,10000000,522997
greater than,10000000,530627
greater than,10000000,502102
greater than,10000000,509420
equals,10000000,451773
equals,10000000,437319
equals,10000000,457950
equals,10000000,475582
equals,10000000,466351
equals,10000000,469398
equals,10000000,459301
equals,10000000,449904
equals,10000000,461468
equals,10000000,450941
equals,10000000,454053
equals,10000000,454834
equals,10000000,459038
equals,10000000,460334
equals,10000000,461565
equals,10000000,443205
equals,10000000,458925
equals,10000000,458110
equals,10000000,528564
equals,10000000,460736
equals,10000000,450795
equals,10000000,454912
equals,10000000,453913
equals,10000000,451058
equals,10000000,430804
equals,10000000,441539
equals,10000000,444915
equals,10000000,449049
equals,10000000,463145
equals,10000000,462878
equals,10000000,463281
equals,10000000,457848
equals,10000000,456057
equals,10000000,461793
equals,10000000,461626
equals,10000000,462271
equals,10000000,462496
equals,10000000,458430
equals,10000000,460253
equals,10000000,461818
equals,10000000,460507
equals,10000000,452360
equals,10000000,485439
equals,10000000,491460
equals,10000000,499962
equals,10000000,506816
equals,10000000,536855
equals,10000000,462377
equals,10000000,453523
equals,10000000,455602
not equals,10000000,464334
not equals,10000000,457360
not equals,10000000,438111
not equals,10000000,458192
not equals,10000000,518779
not equals,10000000,448770
not equals,10000000,452987
not equals,10000000,461274
not equals,10000000,452090
not equals,10000000,450282
not equals,10000000,453854
not equals,10000000,462048
not equals,10000000,465577
not equals,10000000,458439
not equals,10000000,460384
not equals,10000000,458542
not equals,10000000,466629
not equals,10000000,459061
not equals,10000000,460321
not equals,10000000,458183
not equals,10000000,459056
not equals,10000000,448075
not equals,10000000,456912
not equals,10000000,461751
not equals,10000000,464058
not equals,10000000,451423
not equals,10000000,434766
not equals,10000000,431699
not equals,10000000,467722
not equals,10000000,475005
not equals,10000000,444747
not equals,10000000,450175
not equals,10000000,531344
not equals,10000000,445409
not equals,10000000,449301
not equals,10000000,465168
not equals,10000000,452720
not equals,10000000,455446
not equals,10000000,452429
not equals,10000000,442619
not equals,10000000,454472
not equals,10000000,443307
not equals,10000000,459229
not equals,10000000,454331
not equals,10000000,437365
not equals,10000000,461769
not equals,10000000,463586
not equals,10000000,462011
not equals,10000000,455788
not equals,10000000,451556
isPrime,10000000,1069157
isPrime,10000000,1087282
isPrime,10000000,1080393
isPrime,10000000,1047023
isPrime,10000000,1075825
isPrime,10000000,1154134
isPrime,10000000,1042573
isPrime,10000000,1067944
isPrime,10000000,1052974
isPrime,10000000,1067095
isPrime,10000000,1027649
isPrime,10000000,1062130
isPrime,10000000,1105216
isPrime,10000000,1147779
isPrime,10000000,1143073
isPrime,10000000,1126738
isPrime,10000000,1111813
isPrime,10000000,1093940
isPrime,10000000,1129808
isPrime,10000000,1213333
isPrime,10000000,1037925
isPrime,10000000,1050071
isPrime,10000000,1048238
isPrime,10000000,1022784
isPrime,10000000,1025095
isPrime,10000000,1025352
isPrime,10000000,1045273
isPrime,10000000,1054265
isPrime,10000000,1069561
isPrime,10000000,1046045
isPrime,10000000,1042957
isPrime,10000000,1057737
isPrime,10000000,1053872
isPrime,10000000,1055910
isPrime,10000000,1166642
isPrime,10000000,1061716
isPrime,10000000,1071349
isPrime,10000000,1069835
isPrime,10000000,1076116
