operation,amount,time
addition,10000000,519511
addition,10000000,530763
addition,10000000,539264
addition,10000000,533700
addition,10000000,518920
addition,10000000,525296
addition,10000000,532338
addition,10000000,520305
addition,10000000,537239
addition,10000000,564792
addition,10000000,521131
addition,10000000,633518
addition,10000000,541218
addition,10000000,531839
addition,10000000,532621
addition,10000000,534390
addition,10000000,519724
addition,10000000,539947
addition,10000000,554923
addition,10000000,535698
addition,10000000,535153
addition,10000000,538850
addition,10000000,546289
addition,10000000,525174
addition,10000000,522048
addition,10000000,512274
addition,10000000,544909
addition,10000000,536071
addition,10000000,525522
addition,10000000,606237
addition,10000000,535593
addition,10000000,529225
addition,10000000,528142
addition,10000000,536342
addition,10000000,538812
addition,10000000,543539
addition,10000000,528662
addition,10000000,541072
addition,10000000,535097
addition,10000000,543997
substraction,10000000,534505
substraction,10000000,556187
substraction,10000000,548933
substraction,10000000,542113
substraction,10000000,547294
substraction,10000000,554162
substraction,10000000,566919
substraction,10000000,548556
substraction,10000000,548102
substraction,10000000,546366
substraction,10000000,619280
substraction,10000000,552064
substraction,10000000,547245
substraction,10000000,527050
substraction,10000000,536846
substraction,10000000,559363
substraction,10000000,551106
substraction,10000000,536472
substraction,10000000,539726
substraction,10000000,554368
substraction,10000000,548638
substraction,10000000,538677
substraction,10000000,552902
substraction,10000000,549769
substraction,10000000,612041
substraction,10000000,610712
substraction,10000000,617732
substraction,10000000,604361
substraction,10000000,611214
substraction,10000000,619127
substraction,10000000,539496
substraction,10000000,548556
substraction,10000000,554395
substraction,10000000,548030
substraction,10000000,548594
substraction,10000000,541583
substraction,10000000,549049
substraction,10000000,546006
substraction,10000000,545826
substraction,10000000,537687
substraction,10000000,529387
substraction,10000000,552092
substraction,10000000,541478
substraction,10000000,546460
substraction,10000000,563193
substraction,10000000,553399
substraction,10000000,552003
substraction,10000000,647992
substraction,10000000,553074
substraction,10000000,543909
multiplication,10000000,536267
multiplication,10000000,548045
multiplication,10000000,532903
multiplication,10000000,615658
multiplication,10000000,534015
multiplication,10000000,535375
multiplication,10000000,544338
multiplication,10000000,539722
multiplication,10000000,525854
multiplication,10000000,543821
multiplication,10000000,539808
multiplication,10000000,543887
multiplication,10000000,546803
multiplication,10000000,546789
multiplication,10000000,546777
multiplication,10000000,532945
multiplication,10000000,539639
multiplication,10000000,539162
multiplication,10000000,553559
multiplication,10000000,547538
multiplication,10000000,569529
multiplication,10000000,544865
multiplication,10000000,632887
multiplication,10000000,539472
multiplication,10000000,532055
multiplication,10000000,534741
multiplication,10000000,530496
multiplication,10000000,540757
multiplication,10000000,533802
multiplication,10000000,538622
multiplication,10000000,519964
multiplication,10000000,531909
multiplication,10000000,522917
multiplication,10000000,528152
multiplication,10000000,527989
multiplication,10000000,541658
multiplication,10000000,521096
multiplication,10000000,545894
multiplication,10000000,549508
multiplication,10000000,538358
multiplication,10000000,606423
multiplication,10000000,544374
multiplication,10000000,537593
multiplication,10000000,519844
multiplication,10000000,538950
multiplication,10000000,539736
multiplication,10000000,536632
multiplication,10000000,522187
multiplication,10000000,530693
multiplication,10000000,536391
division,10000000,545762
division,10000000,529706
division,10000000,546562
division,10000000,552004
division,10000000,543823
division,10000000,557280
division,10000000,544990
division,10000000,558420
division,10000000,551242
division,10000000,535685
division,10000000,547219
division,10000000,622159
division,10000000,558357
division,10000000,545647
division,10000000,545006
division,10000000,557416
division,10000000,554031
division,10000000,538703
division,10000000,555408
division,10000000,550731
division,10000000,531124
division,10000000,547974
